tweet,sentiment,language,tag
Pagbabakuna ang paraan sa muling pag-ahon ng ekonomiya. #InformInformInform #COVID19PH https://t.co/1caTRIAf83,1,en,Response
Pagbabakuna ang paraan sa muling pag-ahon ng ekonomiya. #InformInformInform #COVID19Ph https://t.co/AKLN39Qqq3,1,en,Response
"Pagbabakuna sa San Juan City, kasado na. #InformInformInform #COVID19Ph https://t.co/7MJ9hQR7qs",1,en,Response
"Pagbabakuna, masisimulan na. #ExplainExplainExplain | #COVID19PH https://t.co/QTsXvhjUwH",1,en,Response
"Pagbibigay ng ayuda, sa LGU na nakasalalay. #InformInformInform #COVID19Ph https://t.co/6Ly8YDEpTs",1,en,Response
Pagkakaisa ang panawagan para ang COVID-19 ay malampasan. #InformInformInform #COVID19ph https://t.co/mxddQqsZNJ,1,en,Response
Pagkakaisa ang susi upang magtagumpay laban sa epekto ng COVID-19. #InformInformInform #COVID19PH https://t.co/4MUqg4tpTb,1,en,Response
"Pagtaas ng business owner's confidence index sa bansa, magbibigay ng maraming employment opportunity sa mga Filipino. #InformInformInform #COVID19ph https://t.co/4SBvzhfkOg",1,en,Response
Pakikipagtulungan sa mga ahensya ng pamahalaan ang kailangan upang malabanan ang mga epekto ng COVID-19 sa bansa. #InformInformInform #COVID19ph https://t.co/iHXnu1ezOD,1,en,Response
"Panawagan ng mga Pilipino, solusyong medikal, angkop na aksyon, at makataong tugon. #COVID19PH",1,en,Response
Panawagan pa rin ang patuloy na pagsunod sa minimum health protocols. #InformInformInform #COVID19Ph https://t.co/UV92LM6LPM,1,en,Response
"Pandemic Lesson? You should ALWAYS be prepared physically, emotionally and financially. ðŸ‘ #COVID19PH",1,en,Response
Pang ilang highest ever na ba? ðŸ‡µðŸ‡­ ï¿½ Stay healthy na lang tayo para sa pamilya. #COVID19 #COVID19PH,1,en,Response
ParaÃ±aque City's vaccination plan gets high marks from national COVID-19 team | @manilabulletin READ: https://t.co/fJHBKqW23s #COVID19PH #WeHealAsOnePH #COVIDvaccinePH #ExplainExplainExplain,1,en,Balita
"Pasig City, naghahanda na sa pagbili ng bakuna para sa kanilang mga residente. #InformInformInform #COVID19Ph https://t.co/vaNtYeUJL4",1,en,Balita
"Patas at binibigyang prayoridad ng ating Pangulo ang lahat ng suliranin ng mga mamamayan, mayaman man o mahirap. #COVID19PH #InformInformInform https://t.co/89V7tIMdCY",1,en,Balita
Patuloy pa ang pagpapatupad ng minimum health protocols kasabay ng unti-unting pagbubukas ng ekonomiya. #InformInformInform #COVID19Ph https://t.co/ptOUTHNZM4,1,en,Balita
PCOO Sec. Martin Andanar encourages the youth to be the main frontliner in fighting fake news. #InformInformInform #COVID19PH #DismissDisinformation https://t.co/Jw3minoCM6,1,en,Balita
PCOO Sec. Martin Andanar extends condolences to the bereaved family of MMDA Chair Danilo Lim. #InformInformInform #COVID19PH https://t.co/UPtBrdgMgb,1,en,Balita
"Pebrero nang sabihin ni Domingo na nasa 65.3% (Indonesia) hanggang 91.2% (Turkey) ang efficacy rate ng CoronaVac pagdating sa mga ""clinical healthy"" na tao sa pagitan ng 18-59 taong-gulang, batay na rin sa interim data ng Phase 3 trials. #COVID19PH #VaccineWatchPH",1,en,Balita
People deficient vitamin D are over 450% more likely to test positive for COVID-19. Get out in the sun; eat fish; or consider a supplement. https://t.co/DKqUCHdP8g #vitamind3 #sunshine #COVID19 #COVID19PH #COVID #pandemic https://t.co/ggec5ZDBkr,1,en,Balita
Pfizer and AstraZeneca COVID-19 vaccines 'highly effective' in elderly: UK study | ABS-CBN News #coronavirus #COVID19 #COVID19PH #COVIDVaccine #COVIDVaccinePH #Pfizer #AstraZeneca https://t.co/yIiU0EeofK,1,en,Balita
Pfizer/BioNTech says its Covid-19 vaccine is 100% effective and well tolerated in adolescents | CNN #coronavirus #COVID19 #COVID19PH #COVIDVaccine #COVIDVaccinePH #Pfizer #BioNTech https://t.co/bCp3gvWFhK,1,en,Balita
"Pfizer/BioNTech vaccine appears effective against mutation in new coronavirus variants ï¿½ Pfizer, scientists | GMA News #coronavirus #COVID19 #COVID19PH #COVIDVaccine #COVIDVaccinePH #Pfizer #BioNTech https://t.co/ZLxerGyDlr",1,en,Balita
PGH Vaccine Rollout: MMDA Chair Benhur Abalos expressed his joy for the arrival of the vaccine. Presidential Spokesperson also expressed his gratitude to all the medical frontliners. #COVIDvaccinePH https://t.co/QhqSO4Glp8,1,en,Balita
"PH COVID-19 CASES UPDATE The @DOHgovph has confirmed 1,357 additional cases of the Coronavirus Disease 2019 (COVID-19) as of 4:00 pm January 19, 2021, bringing the total to 504,084, of which 27,857 are active. #COVID19PH #LagingHandaPH #workingPCOO #WeHealAsOne https://t.co/SJGo83rRKd",1,en,Balita
PH economic recovery rests on success of vaccination program ï¿½ Galvez READ: https://t.co/hbhU7j07rB #COVID19PH #WeHealAsOnePH #COVIDvaccinePH #ExplainExplainExplain,1,en,Balita
"PH eyes to finish vaccination of healthcare workers, senior citizens by mid-2021 Kasama na rin sa mababakunahan ang economic frontliners natin tulad ng jeepney drivers, tricycle drivers, market vendors..."" #COVIDvaccinePH #Sinovac #AstraZeneca https://t.co/Yj95qq57PG https://t.co/bOmqE4Pb8j",1,en,Balita
"PH Finalizing A1 Vaccine Priority Group, Frontliners Masterlist https://t.co/H4bhHRGAGt #COVID19PH #BlackPearlConsultancyPH #BlackPearlDNB",1,en,Response
"PH, 5 vaccine manufacturers ink deals | via PNA News Agency READ FULL STORY: https://t.co/KMK4hBRMLv #southAlerts #COVID19PH #VaccineUpdate https://t.co/HiSYmTywJe",1,en,Response
"Philamlife Village Gate 2 (or BFRV-PHILAM) will be OPENED tomorrow, April 7, 2021 (7:00am to 6:00pm) to give way for the Las PiÃ±as City COVID-19 Vaccination Program. #LPCUpdate #COVID19PH https://t.co/W93opcbu7C",1,en,Balita
Philippines approves emergency use of Russia's Sputnik V vaccine | via The Star READ FULL STORY: https://t.co/6PEYVyvx7e #southAlerts #COVID19PH https://t.co/zLAUQZ4UnH,1,en,Response
Philippines opens online digital ID registration for national system https://t.co/93agErithO via @BiometricUpdate #nationalID #covid19ph #nationalidph,1,en,Response
"Philippines to vaccinate 5,000 workers on Labor Day | via ABS-CBN News READ FULL STORY: https://t.co/y7uRQK6Y0M #SouthAlerts #COVID19PH #VaccineUpdate https://t.co/q63FAm3Tn1",1,en,Response
"Philippines, keep safe, stay healthy and treasure the time at home-from Pier's Dried Fish #pandemic #ECQ #TasteAndSeeTheGoodness #MeetYouAtThePier #AngPambansangUlam #driedfishph #gourmettuyo #danggit #dilis #pusit #spanishsardines #pinoyfood #yummyfood #sarap #breakfast #almusal https://t.co/hi4zappoxh",1,en,Response
PHOTO: Actual offloading ng mga bakuna na kasalukuyang dumaraan sa fumigation. Dumating na rin ang malaking cold chain truck na magdadala ng mga bakuna. #COVIDvaccinePH https://t.co/v5gnk8xGUg,1,en,Response
PHOTO: Ospital ng Muntinlupa Director Dr. Edwin Dimatatac received the #CoronaVac vaccine today. He is one of the recipients of the first batch of vaccines that arrived in Muntinlupa. #COVIDvaccinePH https://t.co/bDfmekd7Q7,1,en,Response
"PHOTO: PH Government signs agreement to secure 30M doses of Covovax SII, the world's largest vaccine manufacturer, partnered with Novavax, a US-based biotechnology company for the development and commercialization of the Covovax vaccine. #COVID19PH https://t.co/aGQReFDSC6",1,en,Response
PHOTOS: Ongoing preparation for the symbolic vaccination program at Camp Crame in Quezon City. #COVIDvaccinePH https://t.co/UpH5FDCOVR,1,en,Response
PINAGKALOOBAN na ng Food and Drug Administration (FDA) ng Emergency Use Authorization (EUA) ang bakuna kontra COVID-19 ng AstraZeneca. Ito ang ikalawang bakunang inaprubahan ng FDA sa bansa. #COVID19PH | mula @ABSCBNNews https://t.co/hJZGG9ihj3,1,en,Response
"PINAHIHINTULUTAN nang lumabas ang mga may edad na sampu hanggang 65 sa mga lugar na naka-modified general community quarantine, ayon kay Presidential Spokesperson Harry Roque. #COVID19PH | mula @ABSCBNNews https://t.co/2btPC3qmCQ",1,en,Response
Pinupuntahan ng mga kabataan ng Lapu-Lapu City kahit ang pinakamalalayong barangay upang magpaabot ng tulong sa mga mamamayan dito. #InformInformInform #COVID19Ph https://t.co/PpOS6rgcL9,1,en,Response
"Plane carrying 487,200 doses of Astrazeneca COVID-19 vaccines from COVAX facility has landed at the Ninoy Aquino International Airport. #LPCUpdate #COVID19PH https://t.co/oaVigNmEPJ",1,en,Response
"Plano para sa maayos na pagbabakuna sa Batac, Ilocos Norte, kasado na. #InformInformInform #COVID19Ph https://t.co/FpeIJzvhmp",1,en,Response
"Plano para sa pagdating ng bakuna bukas, kasado na. #InformInformInform #COVID19PH https://t.co/aakKff8bKZ",1,en,Response
"Planong regulasyon sa mga online business, malaki ang iaambag sa ekonomiya. #InformInformInform #COVID19Ph https://t.co/2cAaSnSZX0",1,en,Response
Please be safe out there ðŸ¦ˆ. Ingat lang and wash your hands. #COVID19PH,1,en,Response
Pls pray for my mom in law.. she cried when she told us she's covid+ ï¿½ worrying bcos she has hiblood and 60+ pls help us prayðŸ™ðŸ¾#covid #COVID19 #COVID19PH tia,1,en,Response
Pope Francis calls for the praying of the rosary in the month of May ï¿½let's offer more prayers for an end to #COVID19 #COVID19PH #pandemic ðŸ™ðŸ™ðŸ™,1,en,Response
praying COVID-19 will gone very soon ðŸ™ #COVID19PH,1,en,Response
"Prayoridad daw ngayon na magsagawa ng limitadong face-to-face classes ang ang ilang allied health-related degree programs gaya ng medicine, nursing, medical technology/medical laboratory science, physical therapy, midwifery at public health. #COVID19PH",1,en,Response
Prayoridad na mabakunahan ang mamamayang mas nangangailangan. #LagingHandaPH #InformInformInform #COVID19PH https://t.co/9lxHKWVs2b,1,en,Response
"1 week ECQ? ï¿½ PhGovt be like: shhh, wait for our surprise ï¿½ #BacktoECQ #ECQ #DuterteResign #DutertePalpak #Season2 #Philippines",-1,en,Response
"All in all we waited for almost six hours. It's a long difficult wait, ï¿½ COVID-19 patient Roel Galan said. #COVID19PH https://t.co/fd1gUBxrVw",-1,en,Response
"At least ï¿½yung Yolanda noon sa'min sa Tacloban after 5 hours tapos na siya, ito 1 taon na paulit-ulit na...bababa ï¿½yung kaso, magre-relax tayo hindi natin inaÂ­ayos ï¿½yung root cause ng pagdami ng kaso, ï¿½ ani Espina. #COVID19PH https://t.co/nYkc8KYXDp",-1,en,Response
"At present we have no reason to believe that this death was in any way associated with the vaccine. The Hong Kong authorities will investigate the death, ï¿½ ayon sa DOH. #COVID19PH #VaccineWatchPH https://t.co/woy42zhP7g",-1,en,Response
"But maybe, I don't know... ï¿½ pretty much sums up PD*terte's #covid19PH strategy. https://t.co/zW6M0vqs52",-1,en,Response
"Curfew has bad effects because it limits the number of hours people can travel to and from work. How can we allow people to distance with curfew hours limiting their travel time? We should broaden time for work hours, not narrow it, ï¿½ ani Dans. #COVID19PH https://t.co/1YoZnTXAf9",-1,en,Response
"From the looks of it, it's 2020 all over again. ï¿½ Indeed, @rapplerdotcom. It's even worse, really. ï¿½ðŸ™ƒðŸ¤·ðŸ»ðŸ‡µðŸ‡­ #COVID19PH EXPLAINER: What went wrong with Duterte's pandemic response? https://t.co/Ae950rFc0Z via @YouTube",-1,en,Response
"hindi puede pihikan ï¿½ - Harry Roque dahil daw sa dami ng kailangan turukan. kung ganun, ba't pinili ang bakunang pinakamahal na hindi ganun ka-bisa? anong klaseng pag-iisip yan? ginagago tayo. #CoViD19PH",-1,en,Response
"Ipapakulong po kayo ni Presidente kapag pati ba naman ang ayuda ay pagsasamantalahan ninyo ano, napakadami na pong nadisiplina diyan, ï¿½ ayon pa kay Roque. #COVID19PH https://t.co/NyXa0fzVr5",-1,en,Response
"Itong ating binabantayan ngayon ay ang new variant. Alam naman natin sa ibang probinsya [ay] mayroon nitong UK variant na bago. Hindi pa tayo maaaring magluwag talaga, lalo sa ating age bracket, ï¿½ Metro Manila Council Chairman Olivarez stated. #COVID19PH https://t.co/MUCu1uxhxt",-1,en,Response
"Kaninang umaga medyo napipikon nga ako dahil dito sa ParaÃ±aque may artista na binakunahan, ï¿½yung Mark Anthony Fernandez, ï¿½ ani Densing. Meron tayong priority list na dapat i-implement. May programa na sinusunod diyan. ï¿½ #COVID19PH #VaccineWatch",-1,en,Response
"MAMATAY KA NA"": President Duterte tells Vice President Leni Robredo to die during his weekly talk to the people on #COVID19PH. https://t.co/lQUEZYnc3d",-1,en,Response
"Mom will be admitted again in the hospital today after waiting a week for a room. She was confined already last December after testing positive. Now she again will be back in the hospital due to pneumonia & tested positive,"" ani @jvejercito #COVID19PH https://t.co/TLfpAZTdnf",-1,en,Response
"Nagkaroon po ng depression si Mark, so ibig sabihin niyan he's qualified for the next priority after the frontliners, ï¿½ pakli ni Mayor Olivarez. #COVID19PH #VaccineWatchPH https://t.co/k0DjvJGn2q",-1,en,Response
"P ï¿½ inang idioto na corona ito. Hinahanap ko gusto ko sampalin ang gago."" #IsangTaonNa #COVID19PH #DuterteInutil #DutertePalpak #OustDuterteNow https://t.co/UCalpGyTyF",-1,en,Response
"Talagang nakita na natin itong mga variants nasa lahat na ng cities dito sa atin sa Metro Manila. Meron na tayo either the UK variant or the South African variant, ï¿½ ayon kay Health Undersecretary Maria Rosario Vergeire. #COVID19PH https://t.co/2ZxAVQlT7W",-1,en,Response
"Talagang nu'ng first, second, third day kasi tinataas ko lang ï¿½yung kamay ko. Sabi ko, ï¿½Lord, hindi ko alam kung ito na ï¿½yun. Sabi ko lang sa Kanya, sana mapagbigyan mo pa ako... kasi maliliit pa ï¿½yung mga anak ko, ï¿½ ani Dennis. #COVID19PH https://t.co/JEnbPAIKLm",-1,en,Response
"The government should recalibrate its #COVID19PH response, or else it will see an alarming increase in deaths not just because of the virus, but also because of self-harm. ï¿½",-1,en,Response
"There is a clear upward trend now, and if this upward trend continues, the local governments will need to implement measures to reverse this direction before the pandemic gets out of hand, ï¿½ said the OCTA Group on Metro Manila's COVID-19 cases. #COVID19PH https://t.co/uJE0npJxjP",-1,en,Response
"When we went around nakita natin dumadami po talaga ang mga tao sa ER (emergency room), ang may mga sintomas ng COVID. Pero to say that the system is overwhelmed? No, ï¿½ paliwanag ni Vergeire. #COVID19PH https://t.co/3u0zDQsPnG",-1,en,Response
"ï¿½ï¸ Hello my Twitter friends, Please do our part to keep ourselves healthy and safe from this deadly #COVID19 virus. Wear Mask! ï¿½ Social Distancing Masyado na pong malala ang estado ng #COVID19 sa ating bansa. #COVID19PH",-1,en,Response
"ï¿½ï¸ BREAKING: Cebu's active COVID-19 cases surged to 1,148 (from 1,077) as of January 17. DOH-7 reported 72 NEW confirmed COVID-19 cases for the entire Cebu today. ðŸ‘‰ðŸ» Full story: https://t.co/G2EFKX47Lb Source: Department of Health Region 7 #COVID19Cebu #COVID19PH #SugboPH https://t.co/kYg3AUcVIu",-1,en,Balita
"ï¿½ PEAK NG #Covid19PH CASES NOONG ISANG TAON, NAHIGITAN NA",-1,en,Balita
"ï¿½ ï¿½ðŸ™„ ï¿½ ""Okay lang kahit unavailable ang Disney+, may NCR+ naman tayo! #NCRplus"" https://t.co/gK9WurwebF",-1,en,Balita
"ï¿½ï¸BREAKING: Status, unchanged for this upcoming ""Love Month"". The entire Cebu will still be under Modified General Community Quarantine (MGCQ) for the entire February as announced by Presidential Spokesperson Harry Roque. #COVID19PH #ExperienceCebu #SugboPH ðŸ“· Kentboy15 https://t.co/sNSaxDuFiR",-1,en,Balita
"ï¿½In trouble': US epidemiologist raises alarm over COVID-19 cases surge in Philippines. To our mobile rechargers from the Philippines, please take extra care. Covid19 is still here. Read the full article here: https://t.co/viCSnwtccq #covid19 #covid19ph https://t.co/IwdayqOsIe",-1,en,Balita
- #ECQ na naman. Survival of the nakaka luwag luwag na naman 'to. Be ready always. Buti na lang at may quarantine pass pa rin ako. #ECQSeason2,-1,en,Balita
- Nasa isang milyon na ang kaso ng covid - Nasa 19 billion ang ginastos para sa pang red-tagg - Nasa trilyon ang inutang sa world Bank. Isang kang malaking bangungot Duterte. #COVID19 #AbolishNTFELCAC #COVID19PH Support #CommunityPantryPH https://t.co/gfYaPnq5mY,-1,en,Balita
"-First time active cases have gone over 100,000 -15th straight day of over 4,000 cases, 9th straight over 5,000 -16.1% daily positivity rate (9 straight days of over 14%) -126,775 new reported cases in March #COVID19PH | @gmanews https://t.co/Doz4qReXH4",-1,en,Response
: News about policemen being COVID-19 positive are increasing but we rarely hear anything about the prisoners im cramped jail cells. I still think they have the right to be tested. #covid19 #covid19ph,-1,en,Response
...But I was expecting that things will be better maybe in 6 months and I might be able to start picking things up in that amount of time. Now it's been a year. #NCRplus #GCQbubble,-1,en,Response
.@attyharryroque mahiya ka namang baboy ka. So cringe nakakagalit #DutertePalpak #DuterteResign #OustDuterte #DuterteLegacy #COVID19PH,-1,en,Response
.@TeamAFP @pnppio @PNPhotline @pioncrpoWeCare @del_lorenzana @atty_edarevalo cc:@attyharryroque Pumasa muna kayo ng UPCAT bago kayo pumasok sa UP. #DefendUP #DefendPUP #DefendAcademicFreedom #DefendDemocracy #OustDuterte #OUSTDUTERTENOW #Philhealth #COVID19PH #ChinaVirus,-1,en,Response
"""... fake COVID-19 test results, 15 persons arrested"" https://t.co/R1xy8WAuic via @PTVph #COVID19PH #COVID19 #COVIDãƒ¼19",-1,en,Response
"""... my results came out at 4:30 p.m. of the same day, I was tested positive of the Covid-19 virus,"" https://t.co/yvQ0c0WdnT #COVID19 #COVID19PH",-1,en,Response
"""'Yung 1 million total cases, that will be breached before the end of April based on the projections that we're seeing,"" ani Guido David, research fellow ng OCTA Research Group, ngayong Lunes sa Laging Handa briefing. #COVID19PH https://t.co/Brt8pDTlUP",-1,en,Response
"""[A] more transmissible variant is in some ways much more dangerous than a more severe variant. That's because higher transmissibility subjects us to a more contagious virus spreading with exponential [growth]."" #COVID19 #COVID19PH https://t.co/cdggd9ImDq",-1,en,Response
"""[Budget Secretary Wendel Avisado] has said that under the existing budget, we have no further source for ayuda,"" ani Roque sa panayam ng CNN Philippines kanina. #COVID19PH",-1,en,Response
"""[N]apaka-walang malasakit naman. [I]sang taon nang nagtitiis ang mga Pilipino. [I]mbis na magbigay ng solusyon, ang maipapayo mo ay mag-tiis parin at wag magreklamo?"" ani @janinegutierrez, Martes. #COVID19PH https://t.co/8WmR7tF5KE",-1,en,Response
"""[N]oong nag-uusap po ang ating task force on COVID-19 variants, ang ating mga eksperto ay nagsabi na rin na meron talagang probability, or merong posibilidad na magkaroon ng dalawang klaseng variants ang isang tao,"" ani Vergeire, Miyerkules. #COVID19PH https://t.co/rS5ke3RoII",-1,en,Response
"""[S]umunod po tayo [sa health protocols]. Dahil, unang-una, hindi sapat ang bakuna. Kulang pa ho tayo. Wala pa pong isang porsyento ang dumating na bakuna,"" paglalahad ni Health Secretary Francisco Duque III, Lunes. #COVID19PH #VaccineWatchPH",-1,en,Response
"""[Sputnik V, AstraZeneca] and also Pfizer [are safe for senior citizens]... Pfizer is for 16 and above, AstraZeneca is for 18 and above and Sputnik is for 18 and above,"" ani Domingo sa isang press briefing. #COVID19PH #VaccineWatchPH",-1,en,Response
"""[T]he increase in deaths is due to late reporting of deaths from previous months. Of the deaths today, 36% occurred in December and others were from months before,"" ayon sa pahayag ng DOH, Miyerkules. #COVID19PH",-1,en,Response
"""[There] were severe side effects listed that were 'more likely to occur,' such as high blood pressure, loss of vision, loss of taste, delayed menstruation, and urinary incontinence."" #Sinopharm #CovidVaccine #COVID19 #COVID19PH https://t.co/64t3H3V0yM",-1,en,Response
"""Actually dito po sa mga nakikita natin sa ngayon, outside of Metro Manila po talaga [dumarami]. Nakikita po natin medyo ang pagtaas ng kaso at atin pong binabantayan,"" paliwanag ni Health Undersecretary Maria Rosario Vergeire, Huwebes. #COVID19PH https://t.co/lZRXv9M0gt",-1,en,Response
"""Again, if face to face campaigning would be prohibited, candidates would have to rely on online and media ads campaigning which is very expensive and and only the rich candidates can afford that,"" ani @BayanMuna party-list Rep. Carlos Isagani Zarate, Miyerkules. #COVID19PH",-1,en,Response
"""Al Fresco"" dining is allowed in 50% capacity. I believe, ang mga simbahan ay may maituturing na ""al fresco"" din with good air ventilation. Isa pa, pwede din magdaos ng misa sa mga patio kung open air ang gusto. I just dont get the logic ng mga restrictions. #NCRplus #GCQbubble",-1,en,Response
"""America has received [3] rounds of stimulis already... COVID testing [there is free], vaccination is free,"" wika pa ni @lizasoberano sa isang tweet kagabi. ""Where is the support for the poor in our country?"" #COVID19PH https://t.co/sWWOh1226z",-1,en,Response
"""An LGU of concern is Marikina, which not only increased by 127% compared to the previous week, the case reports also increased compared to two weeks ago. [It] also had the highest positivity rate among NCR LGU's at 11%,"" ayon sa OCTA Research. #COVID19PH https://t.co/nXeZtv3bh4",-1,en,Response
"""And we also have seven cities in NCR na both UK and South African variant are identified,"" patuloy pa ni Health Undersecretary Maria Rosario Vergeire, Biyernes. #COVID19PH https://t.co/xe3YuKb7Wz",-1,en,Response
"""Ang ICU beds natin sa ngayon, medyo nandoon tayo sa level ng 70-75%, and 'yun ang binabantayan natin sa ngayon,"" ani Health Undersecretary Maria Rosario Vergeire sa isang media forum kanina. #COVID19PH",-1,en,Response
"""Bakuna hindi [charter change]. Inaaksaya ng pamahalaan ang oras sa mga bagay at usapin na hindi akma at angkop sa kasalukuyang suliranin na patuloy nating pinagdaraanan,"" giit ni Rep. Eufemia Cullamat (Bayan Muna party-list), Miyerkules. #COVID19PH https://t.co/QynYTm0RFF",-1,en,Response
"""Bawal na bawal yan. Walang presidente, walang mayor, walang senador na magsasabing [okey lang kahit na walang FDA approval]. Hindi po, may batas po,"" ani Manila Mayor @IskoMoreno, Lunes. #COVID19PH https://t.co/a6pIMflmtI",-1,en,Response
"""DOH data has long been reflecting late reports. In October, ABS-CBN News reported on how 15,600 COVID-19 cases were recorded months late."" #COVID19 #COVID19PH",-1,en,Response
"""Doon sa mga nag-test, ang lumabas na positive... 'yung nanay [ng index case from UAE], 'yung girlfriend, at saka 'yung isang close contact. So that's an additional three from the initial na walong pasahero[ng positibo],"" ani Vergeire kanina. #COVID19PH https://t.co/ki9LrscS6c",-1,en,Response
"""Duterte and Duque must be accountable for one million COVID cases. The least that they can do is to resign from their positions. Both Duterte and Duque must own up and be accountable for their failures,"" ani Danilo Ramos, @kmp_phl chairperson. #COVID19PH",-1,en,Response
"""Effective"" is the operative word. And even assuming that enough people are vaccinated this year to achieve herd immunity (highly doubtful), how long such immunity lasts is yet to be determined. COVID-19 isn't going to just disappear. #COVID19 #COVID19PH",-1,en,Response
"""Eh kung hindi naman natin pagtitiwalaan ang mga experts... eh sino ang ating pagtitiwalaan? Siguro po, hindi mga komedyante,"" ani presidential spokesperson Harry Roque, Lunes. #COVID19PH",-1,en,Response
"""Eto nanaman tayo... nakailang swab [test] na ko pero parang palala ako ng palala. Pasenya na âœŒðŸ¾,"" biro ng aktres ngayong Biyernes sa kanyang Instagram post. #COVID19PH https://t.co/xFnTdGe0cg",-1,en,Response
"""From March 29 until April 4, MPD has listed 5,598 apprehensions, apart from the March 29 to April 6 data of 4,693 curfew violators.""ðŸ¤” Kaya wag n keo mgduda qng baket laging tumataas ang confirmed cases in a fuckn day... #ecqpalpak #April #COVID19PH #ecq https://t.co/rHeBWLkaY7",-1,en,Response
"""Halos isang taon na tayong nagbakasyon dahil sa #COVID19PH"" ï¿½@attyharryroque https://t.co/dcAm18M7Gy",-1,en,Response
"""hard GCQ"" or ""soft MECQ"" Parang walang pinagkaiba eh... Sa letters lang magkaiba... More confusion??? More rules? #covid #COVID19 #covid19ph ðŸ‡µðŸ‡­ðŸ™ #philippines #prayforphilippines Hope for a solution to isolate cases, to lower cases, to control cases...",-1,en,Response
"""Hindi po bakasyon ang tawag don sir! be sensitive naman po! bakasyon ba matatawag yung umiiyak ka gabi2 kasi wala kana trabaho?"" sagot ni Pokwang kay presidential spokesperson Harry Roque. #COVID19PH https://t.co/FHhsx6hOvn",-1,en,Response
"""If antigen test results will be included, expect the positivity rate to decline in coming days."" Note:antigen is not that accurate, prone to false result PCR test is much more accurate #covid #Covid_19 #covid19ph #covid19 #prayforthephilippines #prayforphilippines #CovidVaccine",-1,en,Response
"""It's possible that China is encroaching on our maritime zone but softening it by sending us vaccines, by donating to us vaccines. It's part of their PR effort to soften the blow but we should not fall for that,"" ani Carpio, Miyerkules. #COVID19PH https://t.co/WS5tL1ZE4A",-1,en,Response
"""Kasama na po ang People's Republic of China, Pakistan, Jamaica, Luxemburg and Oman sa mga bansa na meron pong bagong COVID-19 variant at ipinagbabawal po ang pagpasok ng mga dayuhan galing sa mga basang ito,"" ani Roque, Martes. #COVID19PH https://t.co/3ViMb7SJlz",-1,en,Response
"""Kung gaano karami 'yung nagiging pinakamataas na nagkakasakit ng July, now it's the same peak,"" ani Alethea de Guzman, OIC Director III ng DOH Epidemiology Bureau sa isang briefing kanina. #COVID19PH https://t.co/zEkGl82Qhx",-1,en,Response
"""Lubos po kaming nababahala sa paraan ng pamimigay ng ivermectin bilang panangga laban sa COVID-19. Malinaw po 'yon na mga violative prescription kung 'yon ang ginagamit nila,"" ani Gilda Saljay, presidente ng Philippine Pharmacists Association. #COVID19PH https://t.co/1dkUMYWC0S",-1,en,Response
"""maliit na bagay ito""?!! ï¿½ one year later and we still havent controlled the virus, and the econmy is still in a mess! tell that to those who lost loved ones or jobs, mr ""president"" ï¿½ this govt is clearly out of touch with reality! #COVID19PH @inquirerdotnet",-1,en,Response
"""maliit pa naman ito""?! ""not so many are being affected""?! ï¿½ ï¿½no wonder this govt has failed to control #COVID19PH - the leadership has refused to see or accept how dire the situation is here!!! ENOUGH!!!!",-1,en,Response
"""Matitigas kasi ulo niyo ehhhh"" ï¿½. #ECQ2021 #NCRPlus",-1,en,Response
"""Meron po tayong 31 additional B.1.1.7 variant, o UK variant, and 42 additional cases with mutations of potential clinical significance,"" patuloy ni Duque. #COVID19PH",-1,en,Response
"""Most of the cases, the fatalities were people with existing comorbidities,"" ani Domingo, Biyernes. #COVID19PH #VaccineWatchPH https://t.co/2Xg8Iv2iaK",-1,en,Response
"""My face when they said ECQ season 2. Congrats to everyone who voted nu'ng 2016, sana natutuwa kayo ngayon. Vote wisely sa 2022 #ECQ,"" caption niya sa kanyang piktyur habang nakakunot-noo. https://t.co/tkHsXD6WwY",-1,en,Response
"""Nagbibigay pugay po ang presidente sa ginawa ng PSG,"" says the President's spokesman Harry Roque when asked again about the PSG's use of SMUGGLED and unregistered vaccines from China. Ikaw na. Chos. #COVID19PH #sinopharm",-1,en,Response
"""Nakakapanghinala din na nakapasok pa sa Philippine General Hospital si Harry Roque samantalang 100% na ang paggamit ng ICU nito, ang COVID-19 bed capacity nito ay nasa 90% na, at marami pa ang nakapila para makapasok,"" ayon sa Kabataan party-list ngayong araw. #COVID19PH",-1,en,Response
"""Nalilito ako, may curfew sa gabi para daw makaiwas sa [COVID-19], pero sa umaga ang daming tao sa labas,"" wika ni @marvin_agustin sa isang tweet nitong Lunes. ""ANO BA ANG VIRUS? NIGHTSHIFT?"" #COVID19PH https://t.co/RhLh4GFrMD",-1,en,Response
"""QUARANTINE restrictions continue to limit #income opportunities for Filipino workers."" Story here: https://t.co/ltiGLNp9CI via @businessmirror #COVID19 #COVID19PH #ECQSeason2 #employment #pandemic",-1,en,Response
"""Sa sabong panlaba nga choosy tayo eh, sa bakuna pa kaya,"" wika ni @vicegandako sa Twitter, Martes, na tila parinig sa pagkiling ni Duterte sa Sinovac ï¿½ isang Chinese vaccine laban sa COVID-19. ""Ano to, basta may maisaksak lang?! Vaklang twoooaahhh!!!"" #COVID19PH",-1,en,Response
